textid,words,sylls,ltrvec,perf,isrhymed
2014,married miscarried guest jest time prime lath bath ocean potion spring sing smitten britain brought draught behind find burnd turnd morn horn limbs swims gains pains grain jane consent spent reason season fee agree place case complies advise employs toys heir there appears years gallery raillery expose beaux,ied ied est est ime ime ath ath ean ion ing ing en ain ought aught ind ind urnd urnd orn orn imbs ims ins ins ain ane ent ent on on ee ee ace ase ies ise oys oys eir ere ars ars y y ose aux,A A B B C C D D E F G G E E J J K K L L M M N O P P E E Q Q R R S S T T U U V V W W X X S S Y Z,0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 1 0,1
2015,pen hen muddle puddle swim brim endeavour fever essays days mate estate forms swarms dispensing ensign face lace doors whores her ever,en en e e im im our er ays ays ate ate orms arms ing ign ace ace ors ores er er,A A B B C C D E F F G G H I J K L L M N E E,1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 1 1 1 0 0 0 0,1
2016,stubble trouble still sill cool pool door poor graze strays fare spare wings springs flies skies pay play swill quill full dull delight flight throat note load road girth earth,e ouble ill ill ool ool oor oor aze ays are are ings ings ies ies ay ay ill uill ull ull ight ight oat ote oad oad irth earth,A B C C D D E E F F G G H H I I J J C C D D K K L L M M N N,1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1,1
2017,scene hippocrene fail ale bare air pined wind race case loathes clothes vapour paper sings rings,ene ene ail ale are air ined ind ace ase athes othes our er ings ings,A A B B C C D D E E F G H I J J,1 1 1 1 1 1 0 0 1 1 0 0 1 0 0 0,1
2018,explain rise main eyes,ain ise ain eyes,A B A C,1 1 1 0,2
2019,told again behold ten,old ain old en,A B A B,1 1 1 0,1
2020,shilling brim filling swim,ing im ing im,A B A B,1 1 1 1,1
2021,height sop sight top,eight op ight op,A B C B,1 1 1 1,2
2022,pounds estate round plate,unds ate ound ate,A B C B,0 1 1 1,2
2023,raves bet waves debt,aves et aves ebt,A B A B,0 1 0 0,1
2024,misled sees bed trees,isled ees ed ees,A B A B,0 1 1 1,1
2025,rove thinks grove sinks,ove inks ove inks,A B A B,1 0 1 0,1
2026,bespoke waves broke graves,oke aves oke aves,A B A B,1 0 1 0,1
2027,led before dead shore,ed ore ead ore,A B A B,1 1 1 1,1
2028,plumes deep assumes keep,umes eep umes eep,A B A B,0 1 0 1,1
2029,flight fast height cast,ight ast eight ast,A B A B,1 1 0 1,1
2030,explain youth main truth,ain outh ain uth,A B A C,1 1 1 0,2
2031,rent flame spent name,ent ame ent ame,A B A B,1 1 1 1,1
2032,tell profound fell drownd,ell ound ell ownd,A B A C,1 1 1 0,2
2033,brink together sink feather,ink er ink er,A B A B,1 0 1 0,1
2034,fact tools crackd fools,act ols ackd ols,A B C B,1 0 0 0,2
2035,win stored in board,in ored in oard,A B A C,1 0 1 1,2
2036,prey small sea all,ey all ea all,A B A B,1 1 0 1,1
2037,between offers unseen coffers,een ers een ers,A B A B,1 0 1 0,1
2038,night stream light beam,ight eam ight eam,A B A B,1 1 1 1,1
2039,soon crowd moon cloud,oon owd oon oud,A B A C,1 0 1 1,2
2040,sea lies they rise,ea ies ey ise,A B A B,1 0 0 0,1
2041,main high again fly,ain igh ain y,A B A B,1 1 1 1,1
2042,troops retrieve hoops sieve,ops ieve ops ieve,A B A B,0 1 0 1,1
2043,descends moral intends coral,ends al ends al,A B A B,1 1 1 1,1
2044,land mouth understand south,and outh and outh,A B A B,1 1 1 1,1
2045,told eyes gold lies,old eyes old ies,A B A C,1 0 1 0,2
2046,assisters chin glisters in,ers in ers in,A B A B,0 1 0 1,1
2047,kind hands find sands,ind ands ind ands,A B A B,1 0 1 0,1
2048,fling hue spring view,ing ue ing iew,A B A B,1 1 1 0,1
2049,pass more glass before,ass ore ass ore,A B A B,1 1 1 1,1
2050,seas bill please still,eas ill ease ill,A B C B,0 1 1 1,2
2051,brook down took crown,ook own ook own,A B A B,1 1 1 1,1
2052,doubt flood out mud,oubt ood out ud,A B A B,1 1 1 0,1
2053,bread it spread it,ead it ead it,A B A B,1 1 1 1,1
2054,fell came hell name,ell ame ell ame,A B A B,1 1 1 1,1
2055,flows lies knows rise,ows ies ows ise,A B A B,0 0 0 0,1
2056,float down boat drown,oat own oat own,A B A B,1 1 1 1,1
2057,below again fro men,ow ain o en,A B A B,1 1 1 0,1
2058,cliffs fed skiffs dead,iffs ed iffs ead,A B A B,0 1 0 1,1
2059,lies brain prize drain,ies ain ize ain,A B A B,0 1 0 1,1
2060,plied bet side let,ied et ide et,A B A B,0 1 0 1,1
2061,air seas there please,air eas ere ease,A B A C,1 0 1 1,2
2062,shown liars overflown spires,own ars own ires,A B A C,1 0 1 0,2
2063,creep nigh deep by,eep igh eep y,A B A B,1 1 1 1,1
2064,wise shun lies run,ise un ies un,A B A B,1 1 1 1,1
2065,charms fell arms hell,arms ell arms ell,A B A B,0 1 0 1,1
2066,sea there way air,ea ere ay air,A B C B,1 1 1 0,2
2067,warn found born drownd,arn ound orn ownd,A B A C,1 1 0 0,2
2068,grow reach low beach,ow each ow each,A B A B,1 1 1 1,1
2069,bulk stand hulk sand,ulk and ulk and,A B A B,1 1 1 1,1
2070,tide spoil divide oil,ide oil ide oil,A B A B,1 1 1 1,1
2071,sweep fed deep red,eep ed eep ed,A B A B,1 1 1 1,1
2072,obey proud sea crowd,ey oud ea owd,A B A C,1 1 0 0,2
2073,rest down possest drown,est own est own,A B A B,1 1 1 1,1
2074,find trouble wind bubble,ind ouble ind e,A B A C,1 0 1 1,2
2075,down town mayor player bribe tribe places faces me he crew knew king wing whole stroll ayear dear mark clerk fix six underhand understand place case thought groat ages wages,own own yor yer ibe ibe es es e e ew ew ing ing ole oll ear ear ark erk ix ix and and ace ase ought oat ages ages,A A B C D D E E F F G G H H I I J J K L M M N N O O P Q R R,1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0,1
2076,heart part stroller comptroller mayor ware drum come on gone could good cheeks wilks dear here stay play takes sakes name shame tone own last belfast miss this,eart art er er yor are um ome on one ould ood eks ilks ear ere ay ay akes akes ame ame one own ast ast iss is,A A B B C B E E F F G G I J D D L L M M N N F F O O P P,1 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 1 0 0 1 1 0 0 1 1 1 0,1
2077,ye hoppy write benefitnight ye drury on benefaction fail tail too do g sea spright benefitnight found pound year dear allow brow sent parliament private at raves halves tories is unvotes dotes low show give conceive right byt disown down,ye y ite ight ye y on ion ail ail oo o zzz ea ight ight ound ound ear ear ow ow ent ent ate at aves alves ies is otes otes ow ow ive eive ight yt own own,A A C C A A D E F F G G H B C C I I J J G G K K L L M N O P Q Q G G R S C T D D,0 0 1 1 0 0 1 0 1 1 1 0 0 0 1 1 1 1 1 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0,1
2078,hear year blood good spit titbit neat sweat day gay state late,ear ear ood ood it it eat eat ay ay ate ate,A A B B C C C C D D E E,1 1 1 1 1 1 0 0 1 1 1 1,1
2079,say play quoy,ay ay oy,A A B,1 1 1,1
2080,become loom warp sharp cry die strange change tell well,ome oom arp arp y ie ange ange ell ell,A B C C D D E E F F,1 1 1 1 1 1 1 1 1 1,1
2081,stuff enough never clever ware fair proceeds weeds,uff ough er er are air eds eds,A A B B C C D D,1 1 0 0 1 1 0 0,1
2082,find inclined mind,ind ined ind,A A A,1 1 1,1
2083,conclude food eyes dyes begun sun,ude ood eyes yes un un,A A B C D D,1 0 0 0 1 1,1
2084,maid arrayd green seen wool beautiful prove love greece fleece,aid ayd een een ool ul ove ove eece eece,A B C C D D E E F F,1 0 1 1 1 0 1 1 0 0,1
2085,age stage savers weavers sound pound benefactors actors day play players prayers friends ends jades brocades home comb queen ratteen clad plaid ayard guard rage stage within begin resort court stuff enough away play springs kings beginning spinning fits wits stage page players theirs in dressing,age age ers ers ound ound ors ors ay ay ers ers ends ends ades ades ome omb een een ad aid yard uard age age in in ort ourt uff ough ay ay ings ings ing ing its its age age ers irs in ing,A A B B C C D D E E B B F F G G H H I I J K L M A A I I N N O O E E P P Q Q R R A A B S I Q,1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 1,1
2086,array away brocades maids shine fine huff stuff storm arm rage age share fair,ay ay ades ids ine ine uff uff orm arm age age are air,A A B C D D E E F G H H I I,1 1 0 0 1 1 1 1 1 1 1 1 1 1,1
2087,blast last grows foes defence innocence,ast ast ows oes ence ence,A A B C D D,1 1 0 0 1 1,1
2088,weaver favour vogue epilogue bays these persuade maid town gown enough stuff,er our ue ue ays ese uade aid own own ough uff,A B C C D E F F H H I I,0 1 1 1 0 1 0 1 1 1 1 1,1
2089,may gay they,ay ay ey,A A A,1 1 1,1
2090,appear chair stuff rough bed thread eye sky full wool weavers cravers fate complete receive give,ear air uff ough ed ead ye y ull ool ers ers ate ete eive ive,A A B B C C D D E E F F G H I I,1 0 1 1 1 1 0 0 1 0 0 0 1 1 1 0,1
2091,lays days fallow gallo i delany bowers hours drest rest facetious lucretius hectors lectures fast breakfast more oar except kept,ays ays ow o i y ers urs est est ous ius ors ures ast ast ore oar ept ept,A A B B C D E F G G H I J K G G L L M M,0 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 1,1
2092,drawn spawn rows hose journal all assembling trembling descend end forsake rake them them done gone pass glass thief beef hammond backgammon four oar deep sleep head abed minute it,awn awn ows ose al all ing ing end end ake ake em em one one ass ass ief eef ond on our oar eep eep ead abed ute it,A A B B C C D D E E F F G G H H I I J J K A L L M M N O P Q,1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1,1
2093,day play that chat pairs stairs chamber clamber run done facts acts wins shins net overset retrenchd drenchd on dragon sat hat him em,ay ay at at irs irs er er un one acts acts ins ins et et enchd enchd on on at at im em,A A B B C C D D E E F F G G H H I I E E B B J K,1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1,1
2094,nets sets vex sex perceval unmerciful nose knows thumb dumb ont pedant housekeeping dripping yeast paste,ets ets ex ex al ul ose ows umb umb ont ant ing ing east aste,A A B B C D E E F F G H I I J J,0 0 1 1 1 0 1 1 0 0 1 1 1 1 1 0,1
2095,of chincough measles weasels fright night on baron sets gazettes pue true sweden evading czar far,of ough asles els ight ight on on ets ettes ue ue en ing ar ar,A B C D E E F F G H I I J K L L,0 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1,2
2096,straits gates brings things drains pains innumerable rabble know below life wife measures seizures supply lie jordan one wits bits survey topsyturvy alterations speculations,its ates ings ings ins ins able e ow ow ife ife ures ures y ie an one its its ey y ons ons,A B C C D D E F G G H H I I F F J J A A K F L L,0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0,1
2097,describe gibe satirical small enter centre night flight we variety parterres stairs fields yields in reaping loth both house mouse more boar rat cat steal vale cheek leek meander gander bill rill clutter gutter garden in walk chalk it minute squeeze trees rose blows bloom room seat great,ibe ibe al all er e ight ight e y erres irs elds elds in ing oth oth ouse ouse ore oar at at eal ale eek eek er er ill ill er er en in alk alk it ute eeze ees ose ows oom oom eat eat,A A B B C D E E D D F G H H I J K K L L M M N N O B P P C C B B C C Q I R R E S T T L L U U E E,1 1 1 0 0 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1,1
2098,pelf himself sent meant adviser miser mine design reign train,elf elf ent eant er er ine ign eign ain,A A B B C C D D E E,1 1 1 0 0 0 1 1 1 1,1
2099,shrouds clouds props drops rebound sound cleaves waves tides sides urge surge world hurld abode load wide side sea day form storm make lake train plain control roll brand hand pours towers uproar shore shocks rocks foams homes top crop sweep deep eyes lies serene main,uds uds ops ops ound ound aves aves ides ides urge urge orld urld ode oad ide ide ea ay orm orm ake ake ain ain ol oll and and urs ers oar ore ocks ocks ams omes op op eep eep eyes ies ene ain,A A B B C C D D E E F F G H I I J J K L M M N N O O P P Q Q R S T T U U V W X X Y Y Z AA AB O,0 0 0 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 1 1,1
2100,must trust say today it habit face place spoil soil knew fortytwo appear here it profit,ust ust ay ay it it ace ace oil oil ew o ear ere it it,A A B B C C D D E E F F G G C C,1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1,1
2101,began harridan decayd paid arose beaux bright night complain champaign power tower laws cause spot plot inquire prior there bear raise phrase hector director round ground stands hands rail jail scene again experience presbyterians,an an ayd aid ose aux ight ight ain aign er er aws ause ot ot uire ior ere ear aise ase or or ound ound ands ands ail ail ene ain ience ans,A A B C D E F F A A G G H H I I J K L L M M N N O O P P Q Q R A S T,1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 0,1
2102,burst first you knew folk broke,urst irst ou ew olk oke,A A B B C D,1 0 0 1 0 1,1
2103,heart art between green well mall palace malice matchd thatchd come stum charmer mounthermer bit wit hope pope not arbuthnot tim him clan dan parts hearts,eart art een een ell all ace ice atchd atchd ome um er er it it ope ope ot ot im im an an arts arts,A A B B C D E F G G H H I I J J K K L L M M B B N N,1 1 1 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0,1
2104,scorn born wise eyes earth birth taste least enhance france wit submit clutter gutter isle while amiss this channel flannel seek week meet street oer score strong long last past prepare dare,orn orn ise eyes earth irth aste east ance ance it it er er isle ile iss is el el eek eek eet eet oer ore ong ong ast ast are are,A A B C D D E F G G H H I I J J B L M M N N O O P Q R R E E S S,1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 1 0 0 1 1,1
2105,intrude delude skies rise brain vain,ude ude ies ise ain ain,A A B B C C,1 1 0 0 1 1,1
2106,limbs whims oer before,imbs ims oer ore,A B C D,0 0 0 1,0
2107,led head guilt spilt,ed ead uilt ilt,A A B B,1 1 1 1,1
2108,cries eyes trade blade,ies eyes ade ade,A B C C,0 0 1 1,2
2109,plot got mould gold,ot ot ould old,A A B B,1 1 1 1,1
2110,sees fees job fob,ees ees ob ob,A A B B,1 1 1 1,1
2111,prayers heirs noose shoes,ers irs oose oes,A B C D,0 0 1 0,0
2112,perplext text trade paid,ext ext ade aid,A A B B,1 1 1 1,1
2113,days praise grace face,ays aise ace ace,A A B B,0 0 1 1,1
2114,hard barrd unkind blind you you delight byt plainer gainer learn concern barrd heard,ard arrd ind ind ou ou ight yt er er earn ern arrd eard,A B C C D D E F G G H H B I,1 1 1 1 0 0 1 0 0 0 1 1 0 1,1
2115,clear ear two do head dead race brace maintain twain trouble double swear heir of off device twice gaining remaining brother other do two contracts reacts in hearing ear bear you usu observes nerves glass pass there ear ears fellowsufferers it fortnight on phenomenon,ear ear o o ead ead ace ace ain ain ouble ouble ear eir of off ice ice ing ing er er o o acts acts in ing ear ear ou u erves erves ass ass ere ear ars ers it ight on on,A A B B C C D D E E F F A A H I J J K K A A B B L L M K A A B N O O D D A A P Q R R S S,1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1,1
2116,supplies eyes lost post wood good those toes appears ears,ies eyes ost ost ood ood ose oes ars ars,A B C C D D E E F F,0 0 1 1 1 1 1 1 0 0,1
2117,din in dispute mute appear dear more door nell hell rung tongue cease peace wife life it it dick nick,in in ute ute ear ear ore oor ell ell ung ue ease eace ife ife it it ick ick,A A B B C C D D E E F F G G H H I I J J,1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1,1
2118,belabour neighbour interpose blows short quart whims limbs tricks sticks jamaica tobacco away say name shame credit it slave save success less rate pate case face least beast noise boys bones stones riding chiding pride beside name blame,our our ose ows ort uart ims imbs icks icks a o ay ay ame ame it it ave ave ess ess ate ate ase ace east east oise oys ones ones ing ing ide ide ame ame,A A B B C D E F G G H I J J K K L L M M N N O O P P Q Q R R S S T T U U K K,1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1,1
2119,forlorn haste born paste,orn aste orn aste,A B A B,1 1 1 1,1
2120,thrive device revive spice,ive ice ive ice,A B A B,1 1 1 1,1
2121,fair dried care wide,air ied are ide,A B A B,1 0 1 0,1
2122,pope write envelope delight,ope ite ope ight,A B A B,1 1 1 1,1
2123,round loan pound own,ound oan ound own,A B A B,1 1 1 1,1
2124,gay say will hill use news appears ears,ay ay ill ill use ews ars ars,A A B B C C D D,1 1 1 1 1 1 0 0,1
2125,ween queen proof roof,een een oof oof,A A B B,1 1 1 1,1
2126,evinces princes me degree wot forgot ends friends you true,es es e ee ot ot ends ends ou ue,A A B B C C D D E E,1 1 1 1 1 1 1 1 0 0,1
2127,show know shilling ceiling round pound thought groat born forlorn call fall unwise rise,ow ow ing ing ound ound ought oat orn orn all all ise ise,A A B B C C D E F F G G H H,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
2128,since prince thing king get debt,ince ince ing ing et ebt,A A B B C C,1 1 1 1 1 0,1
2129,divine wine heretofore more seen green elope pope,ine ine ore ore een een ope ope,A A B B C C D D,1 1 1 1 1 1 1 1,1
2130,seek aweek mutter butter said bread spleen queen talking walking stroller gardenroller ride side warm arm,eek eek er er aid ead een een ing ing er er ide ide arm arm,A A B B C C D D E E B B F F G G,1 1 0 0 1 0 1 1 1 1 0 0 1 1 1 1,1
2131,city pity waste taste part heart,y y aste aste art eart,A A B B C C,1 1 1 1 1 1,1
2132,drownded head prevails wales fears years too do hope pope better debtor,ed ead ils ales ars ars oo o ope ope er or,A A B C D D E E F F G H,1 1 0 0 0 0 1 0 1 1 0 1,1
2133,nap lap is jamess sit wit birds words wildernesses distresses expect neglect quartridge partridge down gown,ap ap is ess it it irds ords es es ect ect idge idge own own,A A B C D D E F G G H H I I J J,1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1,1
2134,hill still adieu you,ill ill eu ou,A A B C,1 1 0 0,2
2135,inspire desire blessing possessing sage page ale tale brother other race pace long strong doubt about,ire ire ing ing age age ale ale er er ace ace ong ong oubt out,A A B B C C D D E E F F G G H H,1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1,1
